duration_samples,duration_time,mean_velocity,std_velocity,mean_acceleration,mean_jerk,blink_count,blink_rate,participant_id,trial_number,condition,trial_type,file_path,gaze_entropy
40800,255.450335,1.4929854181240587,0.9580253008182124,6.58951767000634e-05,3.078101581850561e-05,1419,0.034779411764705885,041,0,Unknown,first,first trials/041_0.csv,4.112192158378787
40800,256.011063,1.4820866221964093,0.8578863250309517,3.9810955700943914e-05,-1.1542293038091287e-05,172,0.0042156862745098035,039,0,Unknown,first,first trials/039_0.csv,4.755258782177177
33920,212.200916,2.1818262445277394,1.600864071797371,0.0001493450168529019,4.635029090885004e-05,890,0.026238207547169812,058,1,Unknown,first,first trials/058_1.csv,5.005055226498451
33920,212.200916,2.1818262445277394,1.600864071797371,0.0001493450168529019,4.635029090885004e-05,890,0.026238207547169812,058,1,Unknown,first,first trials/058_1.csv,4.549798606495467
40800,256.11302,2.0177191005475277,1.774061050590985,2.1255311278267585e-05,-3.1633690779136915e-05,1082,0.026519607843137255,058,0,Unknown,first,first trials/058_0.csv,4.367706292669521
40800,256.11302,2.0177191005475277,1.774061050590985,2.1255311278267585e-05,-3.1633690779136915e-05,1082,0.026519607843137255,058,0,Unknown,first,first trials/058_0.csv,4.143894194615811
33920,212.832321,1.6112977238789112,0.9744425337651226,4.1034057450349505e-05,3.908479237364858e-06,148,0.004363207547169811,039,1,Unknown,first,first trials/039_1.csv,5.276656116876617
33920,212.46968,1.6583526256817829,1.1981060092977147,2.8996101997796224e-05,-2.6157597543741698e-05,1149,0.03387382075471698,041,1,Unknown,first,first trials/041_1.csv,5.218186613263378
33920,212.46968,1.6583526256817829,1.1981060092977147,2.8996101997796224e-05,-2.6157597543741698e-05,1149,0.03387382075471698,041,1,Unknown,first,first trials/041_1.csv,5.167201025955649
40800,255.507634,1.6142015388762585,1.0374703946616068,4.798666577624603e-05,1.798420318826228e-05,546,0.01338235294117647,020,0,Unknown,first,first trials/020_0.csv,4.460917302489222
40800,256.057016,1.876385154481434,1.1100384752191446,7.835629946623429e-05,2.7180105260536528e-05,816,0.02,065,0,Unknown,first,first trials/065_0.csv,5.034128389982624
40800,256.057016,1.876385154481434,1.1100384752191446,7.835629946623429e-05,2.7180105260536528e-05,816,0.02,065,0,Unknown,first,first trials/065_0.csv,4.832314999166413
33920,212.564123,1.897200644001981,1.4168042843311341,2.9935323436435834e-05,-3.169691194753933e-05,1808,0.05330188679245283,043,3,Unknown,first,first trials/043_3.csv,4.407632285473518
33920,216.185502,1.8970465670198704,1.4868801168986112,1.5935666281322018e-05,-4.715892062655455e-05,1166,0.034375,006,3,Unknown,first,first trials/006_3.csv,3.4952701789708334
33920,216.185502,1.8970465670198704,1.4868801168986112,1.5935666281322018e-05,-4.715892062655455e-05,1166,0.034375,006,3,Unknown,first,first trials/006_3.csv,4.530688525980696
40800,255.129199,2.069001375880401,1.289305852800768,2.0576400121918705e-05,-2.8328828149948097e-05,869,0.021299019607843136,065,2,Unknown,first,first trials/065_2.csv,4.946471538452307
40800,255.129199,2.069001375880401,1.289305852800768,2.0576400121918705e-05,-2.8328828149948097e-05,869,0.021299019607843136,065,2,Unknown,first,first trials/065_2.csv,4.931422823593804
40800,255.754415,1.7486351703340053,1.1177923603549824,0.00013970477841867873,8.934714785776567e-05,496,0.01215686274509804,020,2,Unknown,first,first trials/020_2.csv,5.133850196887653
33920,217.563385,1.9846828473126066,1.3610054486599632,5.7068289219079156e-05,3.272989696241479e-05,1092,0.032193396226415094,006,1,Unknown,first,first trials/006_1.csv,3.0701962638956255
33920,217.563385,1.9846828473126066,1.3610054486599632,5.7068289219079156e-05,3.272989696241479e-05,1092,0.032193396226415094,006,1,Unknown,first,first trials/006_1.csv,4.8206946549110175
33920,212.880959,1.9879937691744574,1.279256476210358,-2.003114655278879e-18,-8.05960568122049e-05,1827,0.05386202830188679,043,1,Unknown,first,first trials/043_1.csv,4.779876745195191
33920,213.271451,1.9266861725991498,1.5138077478805838,6.944982592296891e-05,3.5199205416926564e-05,1221,0.035996462264150944,041,3,Unknown,first,first trials/041_3.csv,4.666660006301877
33920,213.271451,1.9266861725991498,1.5138077478805838,6.944982592296891e-05,3.5199205416926564e-05,1221,0.035996462264150944,041,3,Unknown,first,first trials/041_3.csv,4.309059302795461
33920,212.605844,1.7176151846676733,1.1465940478873557,6.364760960580049e-05,4.041406704388078e-06,139,0.004097877358490566,039,3,Unknown,first,first trials/039_3.csv,4.19710016751818
40768,254.862989,2.54926459099218,2.852150429955368,5.547547106989628e-05,-6.280955011809377e-06,1107,0.027153649921507064,058,2,Unknown,first,first trials/058_2.csv,3.7117909143209284
40768,254.862989,2.54926459099218,2.852150429955368,5.547547106989628e-05,-6.280955011809377e-06,1107,0.027153649921507064,058,2,Unknown,first,first trials/058_2.csv,3.657400466524072
33920,212.103813,2.127092239317554,1.9713205045621844,5.591700913843359e-05,-4.285605141919914e-06,940,0.027712264150943397,058,3,Unknown,first,first trials/058_3.csv,4.458511756616893
33920,212.103813,2.127092239317554,1.9713205045621844,5.591700913843359e-05,-4.285605141919914e-06,940,0.027712264150943397,058,3,Unknown,first,first trials/058_3.csv,3.85835655624268
40800,255.603115,1.6061897510856173,0.9271390373980127,8.170301439502192e-05,6.956230631977195e-05,192,0.004705882352941176,039,2,Unknown,first,first trials/039_2.csv,4.492347733168494
40800,255.897125,1.8710193381253104,1.3070109519079383,3.201307547187926e-05,-2.3101021074728174e-06,1469,0.03600490196078431,041,2,Unknown,first,first trials/041_2.csv,4.889964072109738
40800,255.897125,1.8710193381253104,1.3070109519079383,3.201307547187926e-05,-2.3101021074728174e-06,1469,0.03600490196078431,041,2,Unknown,first,first trials/041_2.csv,3.9451533982062803
40799,261.072563,1.9497228624252463,1.2649388852812447,1.4150248114048908e-19,-1.8479121315802914e-05,1332,0.03264785901615236,006,0,Unknown,first,first trials/006_0.csv,2.9914895985217798
40799,261.072563,1.9497228624252463,1.2649388852812447,1.4150248114048908e-19,-1.8479121315802914e-05,1332,0.03264785901615236,006,0,Unknown,first,first trials/006_0.csv,4.207621290279155
40800,255.92233,1.5889658254214865,1.0765330365805446,3.17053895384708e-05,-2.4490512049207007e-06,2115,0.05183823529411765,043,0,Unknown,first,first trials/043_0.csv,4.809708391332478
33920,212.782303,2.1653250932797583,1.352668134417515,7.491210395913608e-05,6.550269356992373e-05,780,0.022995283018867923,065,3,Unknown,first,first trials/065_3.csv,4.902495614864048
33920,212.782303,2.1653250932797583,1.352668134417515,7.491210395913608e-05,6.550269356992373e-05,780,0.022995283018867923,065,3,Unknown,first,first trials/065_3.csv,4.88253368985117
33920,213.297256,1.8775496555306905,1.244140493490747,5.6175132466057834e-05,-2.524227735132057e-06,391,0.011527122641509433,020,3,Unknown,first,first trials/020_3.csv,5.276309541651371
33042,207.599681,2.485843751423221,1.4988535608642592,6.536868459293119e-05,-9.684905397335392e-05,337,0.01019914048786393,019,3,Unknown,first,first trials/019_3.csv,4.6413466101038425
40800,256.205838,1.4932784720556662,0.8739084468702008,4.779976674595435e-05,2.116681314046148e-05,596,0.014607843137254902,047,0,Unknown,first,first trials/047_0.csv,4.689261505195279
40800,256.205838,1.4932784720556662,0.8739084468702008,4.779976674595435e-05,2.116681314046148e-05,596,0.014607843137254902,047,0,Unknown,first,first trials/047_0.csv,4.788413776862106
33920,217.102114,2.0844155599399667,1.468557547220373,0.0002595726123038776,-2.3585991450899022e-05,1353,0.03988797169811321,024,3,Unknown,first,first trials/024_3.csv,3.780476268046433
33920,212.460739,1.7710412922690806,1.0540313674239568,5.2699892536731316e-05,-3.168287014959897e-05,404,0.011910377358490567,026,1,Unknown,first,first trials/026_1.csv,4.923208433887232
40800,255.218529,1.6804413054336211,0.9563562685994812,6.98381517724963e-05,1.7294759130108127e-05,474,0.01161764705882353,026,0,Unknown,first,first trials/026_0.csv,4.706475235062894
40800,258.653135,2.088039051245105,1.6133136649142454,9.553890560343044e-05,-2.490692907446142e-05,1643,0.04026960784313725,024,2,Unknown,first,first trials/024_2.csv,3.4093596455592157
33920,212.870785,1.7299756217712186,0.9830673485298814,6.82681084773628e-05,3.631886043281234e-05,469,0.013826650943396227,047,1,Unknown,first,first trials/047_1.csv,5.542958354932191
33920,212.870785,1.7299756217712186,0.9830673485298814,6.82681084773628e-05,3.631886043281234e-05,469,0.013826650943396227,047,1,Unknown,first,first trials/047_1.csv,5.248377028095639
36855,231.035177,2.4717302674345203,1.4727721636594868,8.256144628509705e-05,2.186702756191008e-05,375,0.010175010175010175,019,2,Unknown,first,first trials/019_2.csv,4.675757565413184
40800,255.731614,2.031482511264565,1.243440899472299,1.1894990517001879e-05,-3.201757660513005e-05,420,0.010294117647058823,019,0,Unknown,first,first trials/019_0.csv,4.777493407080079
40800,257.575378,1.7896395668756626,1.1384981605157198,5.4358116574861327e-05,5.4358116574863536e-05,1488,0.036470588235294116,024,0,Unknown,first,first trials/024_0.csv,3.5310744685511786
33920,212.223307,1.7360864352467464,1.1361882722001166,1.8152795670849928e-05,-5.469107087598488e-05,542,0.01597877358490566,047,3,Unknown,first,first trials/047_3.csv,4.922738704919638
33920,212.223307,1.7360864352467464,1.1361882722001166,1.8152795670849928e-05,-5.469107087598488e-05,542,0.01597877358490566,047,3,Unknown,first,first trials/047_3.csv,4.635451142903676
40786,255.024179,2.004456568666931,1.158090123767707,5.635999910161971e-05,-7.934746869915376e-05,533,0.013068209679792086,026,2,Unknown,first,first trials/026_2.csv,4.270922376322109
33920,212.975569,3.758435834132295,2.4137166542242654,7.686438167884065e-06,7.68643816788451e-06,1547,0.04560731132075472,063,3,Unknown,first,first trials/063_3.csv,3.6755813057944677
33899,211.909732,1.9886201279695774,1.254512895068004,8.638754128901914e-05,3.3654790428608966e-05,431,0.01271423935809316,026,3,Unknown,first,first trials/026_3.csv,3.7715473838628304
40800,257.167804,1.635290169775656,0.9355520710008192,4.4198138998895496e-05,1.9453706326744043e-05,596,0.014607843137254902,047,2,Unknown,first,first trials/047_2.csv,4.487980374107217
40800,257.167804,1.635290169775656,0.9355520710008192,4.4198138998895496e-05,1.9453706326744043e-05,596,0.014607843137254902,047,2,Unknown,first,first trials/047_2.csv,0.0
33920,213.840215,1.8652276506954049,1.1704282795038754,-1.4794245493236167e-18,-7.699478026995312e-05,1246,0.03673349056603774,024,1,Unknown,first,first trials/024_1.csv,4.948152274800872
33920,212.235294,2.46112279083608,1.4685560094519785,8.002150005005159e-05,-4.871606073858684e-05,340,0.010023584905660377,019,1,Unknown,first,first trials/019_1.csv,5.582823980925545
33920,212.350207,1.8749148673658529,1.1259854670328129,2.64156127616625e-05,7.433276317625182e-06,507,0.014946933962264151,038,3,Unknown,first,first trials/038_3.csv,5.091436776867036
40800,256.170817,1.9428132696508373,1.1300417460590446,4.688990038175574e-05,1.6315070880403e-05,657,0.016102941176470587,066,0,Unknown,first,first trials/066_0.csv,4.392358116567336
33920,212.221872,1.962291599601687,1.6033795810342124,3.480228131408602e-05,-5.150220001412507e-05,1312,0.038679245283018866,040,3,Unknown,first,first trials/040_3.csv,5.001556585134515
40800,255.729847,2.0722120388811716,1.4684306620658107,8.078575324473059e-05,3.393210156332302e-05,531,0.01301470588235294,021,2,Unknown,first,first trials/021_2.csv,4.078355930620601
40800,255.729847,2.0722120388811716,1.4684306620658107,8.078575324473059e-05,3.393210156332302e-05,531,0.01301470588235294,021,2,Unknown,first,first trials/021_2.csv,4.1451579907567515
39254,245.870523,3.514139261902049,2.109451745572941,0.00023754501266496825,-3.236792367099078e-05,608,0.015488867376573089,064,2,Unknown,first,first trials/064_2.csv,4.358149756782568
33920,213.747103,1.8956058836831398,1.277672490038706,6.986843254070969e-05,2.303981054874128e-05,881,0.025972877358490565,042,1,Unknown,first,first trials/042_1.csv,4.447713106231674
33920,213.747103,1.8956058836831398,1.277672490038706,6.986843254070969e-05,2.303981054874128e-05,881,0.025972877358490565,042,1,Unknown,first,first trials/042_1.csv,4.901012957383893
40800,257.372753,1.7100194553849724,1.0416218998117455,0.00011837006595994175,5.622049177682974e-05,950,0.023284313725490197,042,0,Unknown,first,first trials/042_0.csv,4.339407977536655
40800,257.372753,1.7100194553849724,1.0416218998117455,0.00011837006595994175,5.622049177682974e-05,950,0.023284313725490197,042,0,Unknown,first,first trials/042_0.csv,4.6692269968501
33920,213.3202,1.9472804336981597,1.1621702731225323,6.255985203411189e-05,-1.8507675369142644e-05,433,0.012765330188679246,021,3,Unknown,first,first trials/021_3.csv,5.1456427728325345
33920,213.3202,1.9472804336981597,1.1621702731225323,6.255985203411189e-05,-1.8507675369142644e-05,433,0.012765330188679246,021,3,Unknown,first,first trials/021_3.csv,4.802262172431784
27626,173.494606,3.4455822928710003,2.107480292240873,0.00018012745817154102,0.00012610191484749162,477,0.017266343299790054,064,3,Unknown,first,first trials/064_3.csv,4.975806927829314
40800,255.235448,2.1279962518915783,1.496619051577239,1.615179359193185e-05,-3.5750883444136424e-05,1515,0.03713235294117647,040,2,Unknown,first,first trials/040_2.csv,4.00045565805441
33920,212.579145,2.0560557312069676,1.1963808632050974,2.173001001060209e-05,-7.471489732098517e-05,531,0.015654481132075473,066,1,Unknown,first,first trials/066_1.csv,4.690985280556378
40800,255.96322,1.9650102024830813,1.228597812389496,6.686165520250406e-05,-1.9259659254449843e-06,637,0.015612745098039216,038,2,Unknown,first,first trials/038_2.csv,4.567986511507824
40800,255.937017,1.6130971528030247,1.0450400174328258,7.835794291912281e-05,1.2628795740776308e-05,1530,0.0375,040,0,Unknown,first,first trials/040_0.csv,4.610780001911867
17556,109.729398,2.6508977352918874,1.897899300397974,0.00013042983458590648,-0.00021716098791930714,303,0.017259056732740943,066,3,Unknown,first,first trials/066_3.csv,4.238026979461428
40800,255.295776,1.8996144219380988,1.1607007469788528,4.594297443335277e-05,1.5537862869875012e-05,939,0.02301470588235294,042,2,Unknown,first,first trials/042_2.csv,4.813558204229988
40800,255.295776,1.8996144219380988,1.1607007469788528,4.594297443335277e-05,1.5537862869875012e-05,939,0.02301470588235294,042,2,Unknown,first,first trials/042_2.csv,4.575050802940922
33920,212.574232,2.818872377677136,1.7033730003338559,7.23056207339901e-05,1.0005495257674255e-05,498,0.014681603773584906,064,1,Unknown,first,first trials/064_1.csv,4.424062702293631
33920,212.192373,1.8479865980810186,1.0840679784256317,3.955463642725088e-05,-3.014788657720737e-06,400,0.01179245283018868,021,1,Unknown,first,first trials/021_1.csv,5.324455849562591
33920,212.192373,1.8479865980810186,1.0840679784256317,3.955463642725088e-05,-3.014788657720737e-06,400,0.01179245283018868,021,1,Unknown,first,first trials/021_1.csv,5.040292912466782
40800,256.25638,2.584969185457631,1.4939749644052174,0.00011827405832070674,2.9739920460419017e-05,558,0.013676470588235293,064,0,Unknown,first,first trials/064_0.csv,4.400005788080913
40800,255.628994,1.7160466254718045,1.0016351091554876,1.4265086461632804e-05,-1.8381528406265763e-05,480,0.011764705882352941,021,0,Unknown,first,first trials/021_0.csv,4.471303197024394
40800,255.628994,1.7160466254718045,1.0016351091554876,1.4265086461632804e-05,-1.8381528406265763e-05,480,0.011764705882352941,021,0,Unknown,first,first trials/021_0.csv,4.61321348897602
33920,212.228025,2.3579220110779593,1.5075488973786655,6.193852329227154e-05,4.088998955841889e-06,784,0.02311320754716981,042,3,Unknown,first,first trials/042_3.csv,4.464519493533267
33920,212.228025,2.3579220110779593,1.5075488973786655,6.193852329227154e-05,4.088998955841889e-06,784,0.02311320754716981,042,3,Unknown,first,first trials/042_3.csv,4.677865081991152
1507,9.38525,2.559622580602601,1.5697181639514468,0.000677452565658812,-0.0008657180610934961,20,0.013271400132714002,066,2,Unknown,first,first trials/066_2.csv,4.1577312472650965
33920,212.77381,1.7446498350262014,1.1949470402846565,4.507733952466304e-05,3.1491082232779915e-06,1247,0.036762971698113205,040,1,Unknown,first,first trials/040_1.csv,4.815815823003881
33920,212.942525,1.8143861795942702,1.0699746649084372,4.866907372818958e-05,1.209819687930987e-05,470,0.013856132075471699,038,1,Unknown,first,first trials/038_1.csv,5.05333240277527
40800,255.809116,1.7767553602386874,1.094652321420826,3.526227040563941e-05,1.865626944138244e-05,700,0.01715686274509804,027,2,Unknown,first,first trials/027_2.csv,4.774925105459913
40800,255.520371,2.3439212317235456,2.5788959237614386,4.2578947341967714e-05,-1.1509058385008297e-05,1367,0.03350490196078432,062,2,Unknown,first,first trials/062_2.csv,4.435990114024875
40800,255.520371,2.3439212317235456,2.5788959237614386,4.2578947341967714e-05,-1.1509058385008297e-05,1367,0.03350490196078432,062,2,Unknown,first,first trials/062_2.csv,4.3255493655065935
33920,231.019231,1.5182311864715785,1.1714116188370798,5.433284849285848e-19,-5.566723412006859e-05,2847,0.08393278301886792,001,1,Unknown,first,first trials/001_1.csv,4.2222029020080925
40800,255.431266,1.7486442020666775,1.1084317291352859,7.644698228585128e-05,1.9891146555334237e-05,410,0.010049019607843138,060,0,Unknown,first,first trials/060_0.csv,4.610325976207012
40800,257.219234,1.7549753508582295,1.1199334839380097,6.806771409380972e-05,6.806771409380909e-05,727,0.017818627450980392,025,0,Unknown,first,first trials/025_0.csv,3.567996746855505
33920,212.038404,3.0702851311483763,1.8953762140164312,3.7507181703318575e-05,-1.4845949011385583e-05,0,0.0,003,3,Unknown,first,first trials/003_3.csv,4.551728663918246
6909,43.139038,3.2743314381301385,1.8720072402997174,0.0006007037020279502,0.0004979281044161254,0,0.0,003,2,Unknown,first,first trials/003_2.csv,4.5973900450420535
17537,213.457747,2.0543132848210055,1.6035364937712246,0.0001489986590799146,8.103571776818472e-05,167,0.009522723384843473,060,1,Unknown,first,first trials/060_1.csv,5.422657062967485
33920,215.54539,1.8881876382591918,1.328440410345755,1.7543618549501294e-18,-0.00013616827974253902,605,0.01783608490566038,025,1,Unknown,first,first trials/025_1.csv,4.0334698403272355
40800,277.011647,1.4428359393886998,1.2153986731060171,-3.7007434154171887e-19,2.884402956133985e-19,3336,0.08176470588235295,001,0,Unknown,first,first trials/001_0.csv,3.4980679099099685
33920,212.962572,1.7910891362660997,1.2861454829778025,8.296640686809547e-05,4.642358386534362e-05,520,0.015330188679245283,027,3,Unknown,first,first trials/027_3.csv,3.959433419749501
33920,212.982706,2.2032388905370426,2.2158086525560448,8.638734137131948e-05,-8.665877688968473e-06,1148,0.03384433962264151,062,3,Unknown,first,first trials/062_3.csv,4.955149695667739
33920,212.982706,2.2032388905370426,2.2158086525560448,8.638734137131948e-05,-8.665877688968473e-06,1148,0.03384433962264151,062,3,Unknown,first,first trials/062_3.csv,4.434990332902964
40800,277.382754,1.6465939771431706,1.6087962217784677,1.928960427418871e-05,-5.484871687580375e-05,3436,0.0842156862745098,001,2,Unknown,first,first trials/001_2.csv,3.618789321177595
33920,212.378131,1.953949550348099,1.4528015969951222,6.0605408182287734e-05,-7.521907567967082e-05,1124,0.03313679245283019,062,1,Unknown,first,first trials/062_1.csv,4.076370301719156
33920,212.378131,1.953949550348099,1.4528015969951222,6.0605408182287734e-05,-7.521907567967082e-05,1124,0.03313679245283019,062,1,Unknown,first,first trials/062_1.csv,5.187524821660691
33920,212.092841,1.9238342571714113,1.3199095985951699,8.48644053042202e-05,6.168741114880259e-05,645,0.019015330188679246,027,1,Unknown,first,first trials/027_1.csv,4.963405000146305
40779,254.853102,2.5472324197391107,1.4270311013988668,5.4054329080883584e-05,-4.930749077707468e-06,0,0.0,003,0,Unknown,first,first trials/003_0.csv,4.021872739343718
33920,217.863441,2.1634538008732243,1.4839594973780579,0.0003081996159237963,-2.2273197943001676e-06,657,0.019369103773584907,025,3,Unknown,first,first trials/025_3.csv,3.8986623243541856
33920,212.91789,2.1227787895035624,1.4596761102158282,3.819366881889109e-05,-1.6496925347867397e-06,358,0.010554245283018867,060,3,Unknown,first,first trials/060_3.csv,4.642943668079517
40800,260.66382,2.263548417625083,1.4127289634901283,0.0002119270921540439,-3.0351863070356e-05,737,0.018063725490196077,025,2,Unknown,first,first trials/025_2.csv,3.5423158814797295
40800,255.888531,2.1487430168606227,1.5714013743851296,8.721044442035109e-05,6.94832590007615e-05,442,0.010833333333333334,060,2,Unknown,first,first trials/060_2.csv,2.702640961575508
33920,211.983354,2.5338743903290544,1.446621073066651,2.3635284581332576e-05,6.0579994828536575e-06,0,0.0,003,1,Unknown,first,first trials/003_1.csv,5.267419728047472
40800,255.46153,1.8380466218639784,1.3160125932301523,0.00010949101609228876,2.4458739660654725e-05,1272,0.031176470588235295,062,0,Unknown,first,first trials/062_0.csv,4.181363466248545
40800,255.46153,1.8380466218639784,1.3160125932301523,0.00010949101609228876,2.4458739660654725e-05,1272,0.031176470588235295,062,0,Unknown,first,first trials/062_0.csv,4.473444744739804
40800,255.191915,1.9404803572541975,1.5048116822770679,3.416509492462901e-05,-2.924297559662218e-05,751,0.01840686274509804,027,0,Unknown,first,first trials/027_0.csv,4.933408848985875
33920,230.891312,1.5493245967817335,1.3224914644146852,5.338629210173663e-05,-2.5811199991221992e-05,2855,0.08416863207547169,001,3,Unknown,first,first trials/001_3.csv,3.8478451765059107
40800,255.588499,1.844557455578286,1.2576220479419118,4.7473065028939554e-05,2.37242564340273e-06,688,0.016862745098039214,029,2,Unknown,repeat,repeats/029_2.csv,4.117957592741264
40800,255.588499,1.844557455578286,1.2576220479419118,4.7473065028939554e-05,2.37242564340273e-06,688,0.016862745098039214,029,2,Unknown,repeat,repeats/029_2.csv,4.229492149158589
33920,212.803256,2.3094299303351553,1.5949266581747257,9.39446275893313e-05,2.2412197951215754e-05,2021,0.059581367924528304,048,3,Unknown,repeat,repeats/048_3.csv,0.0
33920,212.803256,2.3094299303351553,1.5949266581747257,9.39446275893313e-05,2.2412197951215754e-05,2021,0.059581367924528304,048,3,Unknown,repeat,repeats/048_3.csv,5.257223504570902
40800,255.476934,1.877801764331434,1.0785900059499918,8.435945716641352e-06,-3.755094197353267e-05,165,0.004044117647058824,016,0,Unknown,repeat,repeats/016_0.csv,4.67025582102996
40800,255.476934,1.877801764331434,1.0785900059499918,8.435945716641352e-06,-3.755094197353267e-05,165,0.004044117647058824,016,0,Unknown,repeat,repeats/016_0.csv,4.563921536332865
33920,212.291419,1.929095280714764,1.1197353631794527,3.247823943009452e-05,-1.821130370517491e-05,574,0.016922169811320754,032,1,Unknown,repeat,repeats/032_1.csv,4.487130614097664
33920,212.291419,1.929095280714764,1.1197353631794527,3.247823943009452e-05,-1.821130370517491e-05,574,0.016922169811320754,032,1,Unknown,repeat,repeats/032_1.csv,4.898094446635655
40800,256.065573,1.897694635705303,1.1328671674269986,7.811165015678745e-05,4.6965699044195164e-05,698,0.017107843137254903,032,0,Unknown,repeat,repeats/032_0.csv,4.266644792982849
40800,256.065573,1.897694635705303,1.1328671674269986,7.811165015678745e-05,4.6965699044195164e-05,698,0.017107843137254903,032,0,Unknown,repeat,repeats/032_0.csv,4.580795704126238
33920,212.081612,1.891315395965647,1.1354248832976728,9.548995348820054e-05,1.828655155432718e-05,154,0.004540094339622641,016,1,Unknown,repeat,repeats/016_1.csv,4.8172012701846665
33920,212.081612,1.891315395965647,1.1354248832976728,9.548995348820054e-05,1.828655155432718e-05,154,0.004540094339622641,016,1,Unknown,repeat,repeats/016_1.csv,5.281526492997307
40800,255.28726,2.249082159741842,1.537871513641923,2.551122176669919e-05,-5.146573323534139e-05,2412,0.05911764705882353,048,2,Unknown,repeat,repeats/048_2.csv,5.180465194150572
40800,255.28726,2.249082159741842,1.537871513641923,2.551122176669919e-05,-5.146573323534139e-05,2412,0.05911764705882353,048,2,Unknown,repeat,repeats/048_2.csv,5.088830278295861
33920,213.16211,1.9465773823331176,1.3619319238238472,0.00010488662253533484,9.327922197265838e-05,614,0.018101415094339622,029,3,Unknown,repeat,repeats/029_3.csv,3.895028212822001
33920,213.16211,1.9465773823331176,1.3619319238238472,0.00010488662253533484,9.327922197265838e-05,614,0.018101415094339622,029,3,Unknown,repeat,repeats/029_3.csv,4.749197839614177
33920,212.716773,2.060326146686338,1.3063726087826157,8.607447718999703e-05,1.2297330007157158e-05,638,0.018808962264150943,029,1,Unknown,repeat,repeats/029_1.csv,4.339288251256567
33920,212.716773,2.060326146686338,1.3063726087826157,8.607447718999703e-05,1.2297330007157158e-05,638,0.018808962264150943,029,1,Unknown,repeat,repeats/029_1.csv,4.811651953610079
40800,255.983458,1.9843529218215767,1.325350401179616,6.725493059109407e-05,5.459599751282489e-05,2438,0.05975490196078431,048,0,Unknown,repeat,repeats/048_0.csv,4.367185271863437
40800,255.983458,1.9843529218215767,1.325350401179616,6.725493059109407e-05,5.459599751282489e-05,2438,0.05975490196078431,048,0,Unknown,repeat,repeats/048_0.csv,3.9959863276719068
33920,212.34308,1.9545013742551565,1.1194162292596939,4.46791319788625e-05,-1.4315355968295384e-05,109,0.0032134433962264152,016,3,Unknown,repeat,repeats/016_3.csv,5.474684178426924
33920,212.34308,1.9545013742551565,1.1194162292596939,4.46791319788625e-05,-1.4315355968295384e-05,109,0.0032134433962264152,016,3,Unknown,repeat,repeats/016_3.csv,5.348213164656697
40800,255.785207,2.0891037567977264,1.285906464629217,3.480499927876709e-05,1.0658322078969859e-05,713,0.01747549019607843,032,2,Unknown,repeat,repeats/032_2.csv,4.414925793509275
40800,255.785207,2.0891037567977264,1.285906464629217,3.480499927876709e-05,1.0658322078969859e-05,713,0.01747549019607843,032,2,Unknown,repeat,repeats/032_2.csv,4.606556603276484
33920,213.162981,2.04176485345882,1.1813926094854428,0.00011068536853936156,2.6513846707329363e-05,577,0.01701061320754717,032,3,Unknown,repeat,repeats/032_3.csv,3.5959325983246764
33920,213.162981,2.04176485345882,1.1813926094854428,0.00011068536853936156,2.6513846707329363e-05,577,0.01701061320754717,032,3,Unknown,repeat,repeats/032_3.csv,4.9365261194188585
40800,255.549627,1.88038576486735,1.0982448381813448,6.431243387714231e-05,1.6373674731512254e-05,158,0.003872549019607843,016,2,Unknown,repeat,repeats/016_2.csv,4.165967272631198
40800,255.549627,1.88038576486735,1.0982448381813448,6.431243387714231e-05,1.6373674731512254e-05,158,0.003872549019607843,016,2,Unknown,repeat,repeats/016_2.csv,4.6864666689261805
33920,212.304576,2.114318127461185,1.3727790603949528,9.868836654068695e-05,-3.686450575642581e-05,1944,0.05731132075471698,048,1,Unknown,repeat,repeats/048_1.csv,5.423561936400674
33920,212.304576,2.114318127461185,1.3727790603949528,9.868836654068695e-05,-3.686450575642581e-05,1944,0.05731132075471698,048,1,Unknown,repeat,repeats/048_1.csv,5.152258499488643
40800,256.025982,2.062533451649778,1.2224180570934327,9.921383217863685e-05,1.658526043149926e-05,699,0.01713235294117647,029,0,Unknown,repeat,repeats/029_0.csv,3.745977921093255
40800,256.025982,2.062533451649778,1.2224180570934327,9.921383217863685e-05,1.658526043149926e-05,699,0.01713235294117647,029,0,Unknown,repeat,repeats/029_0.csv,4.740578707056064
33920,212.635718,1.5444415090898138,0.9779496612302347,5.060950662073238e-05,1.6910636777448603e-06,710,0.020931603773584904,071,1,Unknown,repeat,repeats/071_1.csv,5.252274146408174
33920,212.635718,1.5444415090898138,0.9779496612302347,5.060950662073238e-05,1.6910636777448603e-06,710,0.020931603773584904,071,1,Unknown,repeat,repeats/071_1.csv,5.181282205342358
81600,568.002696,1.785613761880757,1.074374683644732,2.1682025043506365e-05,-2.3132139746992293e-05,701,0.008590686274509804,057,2,Unknown,repeat,repeats/057_2.csv,4.418374862194287
81600,568.002696,1.785613761880757,1.074374683644732,2.1682025043506365e-05,-2.3132139746992293e-05,701,0.008590686274509804,057,2,Unknown,repeat,repeats/057_2.csv,4.951495700140995
33920,213.109787,1.8166911805455461,1.0842559856499592,0.0001033187160449382,3.412633186327074e-05,311,0.009168632075471698,036,3,Unknown,repeat,repeats/036_3.csv,5.204405051750617
