duration_samples,duration_time,mean_velocity,std_velocity,mean_acceleration,mean_jerk,blink_count,blink_rate,participant_id,trial_number,condition,trial_type,file_path,gaze_entropy,fixation_ratio,rolling_entropy_std,rolling_blink_std
33920,212.905704,1.7735448840514532,1.1274022093511191,6.346243097487144e-05,-2.084597965438815e-05,589,0.0173643867924528,49,1,Unknown,first,first trials/049_1.csv,5.04985416258347,0.0,0.46640802653478514,0.0070180456738581825
33920,212.905704,1.7735448840514532,1.1274022093511191,6.346243097487144e-05,-2.084597965438815e-05,589,0.0173643867924528,49,1,Unknown,first,first trials/049_1.csv,5.151036323238122,0.0,0.46640802653478514,0.0070180456738581825
33920,212.356687,2.132475236010764,1.4848756873894176,1.379006204653784e-05,-3.80912458024072e-05,356,0.0104952830188679,31,1,Unknown,first,first trials/031_1.csv,3.385346015140732,0.0,0.6151642863752873,0.005682889132859473
40800,255.023743,1.5925404711245343,1.246831285600272,6.0531089596188006e-05,2.5410569907311416e-05,1205,0.0295343137254901,17,2,Unknown,first,first trials/017_2.csv,4.210763097694793,0.0,0.7732549358878033,0.010100727268767566
40800,255.305813,1.6852529619117975,1.215386236564669,5.206393537577451e-05,-1.5826772062230334e-05,488,0.0119607843137254,52,2,Unknown,first,first trials/052_2.csv,4.376611572907838,0.0,0.8588298186849074,0.0064571559984150685
33920,213.389349,2.103784691813991,1.3341304298938874,0.0001200981681412,5.235688612297576e-05,655,0.0193101415094339,33,3,Unknown,first,first trials/033_3.csv,4.420654560949379,0.0,0.3587754539411238,0.00820292405398688
40800,256.449088,1.66170181651492,0.9395124822227412,3.093420086686527e-05,3.093420086686704e-05,46,0.0011274509803921,50,0,Unknown,first,first trials/050_0.csv,4.86928182456559,0.0,0.5237885610724127,0.0016728281171312913
40800,260.692336,1.8448301480340124,1.3342356772996355,5.980544410294432e-05,5.980544410294431e-05,710,0.0174019607843137,15,0,Unknown,first,first trials/015_0.csv,3.621982389290024,0.0,0.738709982506319,0.006966901959127405
33920,212.43942,1.8883898597528608,1.1702996691938878,8.255460151220792e-06,-0.0001230544455117,656,0.0193396226415094,33,1,Unknown,first,first trials/033_1.csv,4.98509958915881,0.0,0.4894622870631871,0.008415924550774329
40800,255.41984,1.8380394055858784,1.1429870372042596,5.351402935605608e-05,4.551572410006528e-05,666,0.0163235294117647,15,2,Unknown,first,first trials/015_2.csv,4.491251580677713,0.0,0.5334713684462898,0.006820806097801589
40800,256.21791,1.7141734087386349,0.9581861384575928,4.277283699833662e-05,-4.517469892805291e-07,51,0.00125,50,2,Unknown,first,first trials/050_2.csv,4.785806697589503,0.0,0.5029359396553427,0.0018533327412143415
33920,212.846596,2.179903977964036,1.3441469436955211,0.0001094292050237,5.679384988031576e-05,353,0.0104068396226415,31,3,Unknown,first,first trials/031_3.csv,4.322732911086397,0.0,0.5359357301050252,0.006140796606909384
40800,256.821624,1.5239499115066686,0.9146385063156856,2.2743026156612648e-05,1.1848923612789496e-05,444,0.0108823529411764,52,0,Unknown,first,first trials/052_0.csv,4.154536313731271,0.0,0.6454530706920716,0.006610001520698973
40800,255.442122,1.512770779737146,1.0240681540309144,1.719099973128734e-05,-2.0417443277445564e-05,1183,0.0289950980392156,17,0,Unknown,first,first trials/017_0.csv,4.52690758552868,0.0,0.6502673144857075,0.0091052542318059
25443,159.455199,1.812166687628083,1.0662140804420548,4.3036071023314426e-05,2.4792565978978103e-05,425,0.0167040050308532,49,3,Unknown,first,first trials/049_3.csv,4.658899175863764,0.0,0.3946290752950034,0.007172227974585411
25443,159.455199,1.812166687628083,1.0662140804420548,4.3036071023314426e-05,2.4792565978978103e-05,425,0.0167040050308532,49,3,Unknown,first,first trials/049_3.csv,5.100948756238017,0.0,0.3946290752950034,0.007172227974585411
40465,253.881314,2.1445714460166463,1.7024997540965203,2.782071115986114e-05,5.906575308071302e-06,831,0.02053626590881,28,2,Unknown,first,first trials/028_2.csv,3.396155505423444,0.0,0.4803570699373581,0.009170238735368279
33900,212.928114,1.9131503847209628,1.4271758559747945,5.927187610010484e-05,-1.3540353767894549e-05,660,0.0194690265486725,28,3,Unknown,first,first trials/028_3.csv,4.714558841275411,0.0,0.38497067198926155,0.009308081850984367
40800,255.238953,1.721201197963672,1.019653707050548,4.665703720077084e-05,1.5031510411416114e-05,702,0.0172058823529411,49,2,Unknown,first,first trials/049_2.csv,5.077137840571762,0.0,0.3723955636768667,0.007707264134500483
40800,255.238953,1.721201197963672,1.019653707050548,4.665703720077084e-05,1.5031510411416114e-05,702,0.0172058823529411,49,2,Unknown,first,first trials/049_2.csv,4.90412882369159,0.0,0.3723955636768667,0.007707264134500483
33920,212.358743,1.766730684401163,1.0684007145454126,5.9021200248096936e-05,-3.039797662045144e-05,417,0.0122936320754716,52,1,Unknown,first,first trials/052_1.csv,5.390246969985226,0.0,0.6015717383822722,0.007474369788815677
33920,212.241871,1.5463570046499913,1.0418718928668396,5.770373435996713e-05,2.1308107109098043e-05,941,0.0277417452830188,17,1,Unknown,first,first trials/017_1.csv,5.066095921748017,0.0,0.623658980696318,0.010202140700475738
40800,255.798715,2.2270734626071755,1.6312095911285371,8.97073322807227e-05,2.560337362615434e-05,471,0.0115441176470588,31,2,Unknown,first,first trials/031_2.csv,4.212594832865635,0.0,0.5947863418689733,0.0065653016297818915
33920,212.865361,1.8443633664930044,1.2476927605457404,7.669138174497694e-05,2.913358547622691e-05,551,0.0162441037735849,15,3,Unknown,first,first trials/015_3.csv,5.046671700302382,0.0,0.5539922810498737,0.007069437083742208
33920,213.088148,1.7391766482041489,0.9896319412494288,0.0001130811331479,3.368908454511187e-05,36,0.0010613207547169,50,3,Unknown,first,first trials/050_3.csv,5.242708409309024,0.0,0.5225613967064867,0.001996333252588629
40800,255.97234,1.786476087886165,1.0853878326925337,7.818631161556943e-05,-1.0022535840139415e-05,823,0.0201715686274509,33,0,Unknown,first,first trials/033_0.csv,4.750087099363439,0.0,0.45809593010676875,0.008378560398327538
40800,255.863868,1.9235160044567048,1.3006437432661426,3.579661687574565e-05,-8.561745052346585e-06,1968,0.048235294117647,8,2,Unknown,first,first trials/008_2.csv,4.872895351275796,0.0,0.4188265219352036,0.013239634187840355
33920,213.430273,2.00990169200622,1.285807313713425,1.0186403353568877e-05,-0.0001160239482195,210,0.006191037735849,69,3,Unknown,first,first trials/069_3.csv,4.499305179136701,0.0,0.5450032020793909,0.004562841164888562
33920,212.541229,2.3555863809037,1.5061786812943612,7.180339345518714e-05,1.5164207489335964e-05,169,0.0049823113207547,11,3,Unknown,first,first trials/011_3.csv,4.897687640395503,0.0,0.4753924932278661,0.004415132060556661
33920,212.541229,2.3555863809037,1.5061786812943612,7.180339345518714e-05,1.5164207489335964e-05,169,0.0049823113207547,11,3,Unknown,first,first trials/011_3.csv,4.971590419707304,0.0,0.4753924932278661,0.004415132060556661
33920,213.104901,1.8928095421457172,1.1882728150402715,5.498498431338448e-05,-2.1756910320084676e-05,222,0.0065448113207547,54,3,Unknown,first,first trials/054_3.csv,5.072494549018345,0.0,0.41347045751116696,0.005074260795758074
33920,213.104901,1.8928095421457172,1.1882728150402715,5.498498431338448e-05,-2.1756910320084676e-05,222,0.0065448113207547,54,3,Unknown,first,first trials/054_3.csv,4.850484523489952,0.0,0.41347045751116696,0.005074260795758074
40800,255.531122,1.9361064068757925,2.092864730228232,6.455478955045432e-06,-3.475164497038836e-05,3241,0.0794362745098039,37,0,Unknown,first,first trials/037_0.csv,4.838393234514645,0.0,0.6826497697031938,0.015836960814700683
33920,212.590662,1.8645313784258333,1.343790124489458,5.299863430520735e-05,1.876828313162142e-05,4697,0.1384728773584905,56,1,Unknown,first,first trials/056_1.csv,4.685173716375377,0.0,0.343241149243298,0.018423806785943013
33920,212.317646,1.7183994615257951,1.2301926003805816,9.822971928032404e-06,-1.8431796950434265e-05,2693,0.0793926886792452,13,1,Unknown,first,first trials/013_1.csv,3.944263803194487,0.0,0.619845286027378,0.0157571832665876
40800,255.772672,2.3139452894780392,1.5359722185287903,1.5238355239953129e-18,-9.428514625036763e-05,838,0.0205392156862745,70,2,Unknown,first,first trials/070_2.csv,4.191633520079813,0.0,0.6877229131534959,0.008260357195103771
33920,212.64842,2.431571936919119,1.8723472108639967,5.02112115865451e-05,-3.986529622766445e-05,740,0.021816037735849,70,3,Unknown,first,first trials/070_3.csv,4.880979602903083,0.0,0.6624108126771175,0.00800677135310975
40800,256.320415,1.7605379699947463,1.2658381592629329,7.247333890457648e-06,-3.630539500199644e-05,5646,0.1383823529411764,56,0,Unknown,first,first trials/056_0.csv,4.86139604437834,0.0,0.3450062403470336,0.021581913657136617
40800,256.320415,1.7605379699947463,1.2658381592629329,7.247333890457648e-06,-3.630539500199644e-05,5646,0.1383823529411764,56,0,Unknown,first,first trials/056_0.csv,4.947378465668846,0.0,0.3450062403470336,0.021581913657136617
1522,9.470802,1.898126926272015,2.288510974157669,0.0010315866289963,4.469304737831912e-05,136,0.0893561103810775,13,0,Unknown,first,first trials/013_0.csv,3.928252359544264,0.0,0.529214771275052,0.016049458689278873
33920,212.509641,1.8281489099299328,1.5627099748890048,6.817797825483569e-05,3.003828116704528e-06,2571,0.0757959905660377,37,1,Unknown,first,first trials/037_1.csv,4.908901021281875,0.0,0.6838912942949296,0.01522546875897651
40800,255.527338,2.440915862138998,1.4884778483782786,3.132116489746411e-05,-3.109957892294378e-05,216,0.0052941176470588,11,2,Unknown,first,first trials/011_2.csv,4.692501063858182,0.0,0.4050811021934292,0.004241598741531782
40800,255.527338,2.440915862138998,1.4884778483782786,3.132116489746411e-05,-3.109957892294378e-05,216,0.0052941176470588,11,2,Unknown,first,first trials/011_2.csv,3.112912638664864,0.0,0.4050811021934292,0.004241598741531782
40800,255.569679,1.705964270597283,1.0135961769190784,6.591373336105888e-06,-2.474249196044804e-05,252,0.0061764705882352,54,2,Unknown,first,first trials/054_2.csv,4.988479217307972,0.0,0.4983880652820922,0.0044102940368920705
40800,255.569679,1.705964270597283,1.0135961769190784,6.591373336105888e-06,-2.474249196044804e-05,252,0.0061764705882352,54,2,Unknown,first,first trials/054_2.csv,4.480693720365042,0.0,0.4983880652820922,0.0044102940368920705
40800,256.018076,1.8893352363788631,1.1381038145845346,4.183158491160358e-05,3.5883379776315154e-05,257,0.0062990196078431,69,2,Unknown,first,first trials/069_2.csv,4.122595681134549,0.0,0.4945875741962058,0.004555137322298439
33920,213.470461,1.909341019376968,1.2998372696207905,0.0001404073083736,6.861653257977306e-05,1612,0.0475235849056603,8,3,Unknown,first,first trials/008_3.csv,4.751643590807784,0.0,0.40161891089655577,0.012669882655574777
