duration_samples,duration_time,mean_velocity,std_velocity,mean_acceleration,mean_jerk,blink_count,blink_rate,participant_id,trial_number,condition,trial_type,file_path,gaze_entropy,fixation_ratio,rolling_entropy_std,rolling_blink_std
33920,212.813948,1.7036165247740105,1.1806362163243251,5.681051221864039e-05,4.386221811381736e-05,1577,0.0464917452830188,8,1,Unknown,first,first trials/008_1.csv,4.550115703580167,0.0,0.6955917766337757,0.011894235488779078
40800,256.025939,1.982374650013008,1.1222498280946651,4.908135303109966e-05,2.1541901409836457e-06,220,0.005392156862745,69,0,Unknown,first,first trials/069_0.csv,4.442056969801289,0.0,0.45509033749847666,0.004198692649679007
33920,212.619043,2.069646228270841,1.5355175843858833,9.972716899934134e-05,-2.909797298931444e-05,2847,0.0839327830188679,37,3,Unknown,first,first trials/037_3.csv,4.325791455629045,0.0,0.4418330571295109,0.01846551122057276
40800,256.031094,1.484662437578921,0.902150450708583,1.4995476535489532e-05,-2.3014606499084143e-05,249,0.0061029411764705,54,0,Unknown,first,first trials/054_0.csv,4.545307109224604,1.0,0.5555702088191322,0.004491248751546733
40800,256.031094,1.484662437578921,0.902150450708583,1.4995476535489532e-05,-2.3014606499084143e-05,249,0.0061029411764705,54,0,Unknown,first,first trials/054_0.csv,4.325817380838299,1.0,0.5555702088191322,0.004491248751546733
40800,255.735765,1.9986302430946044,1.125314804427198,3.338036580349301e-05,-1.1517746723603409e-05,178,0.0043627450980392,11,0,Unknown,first,first trials/011_0.csv,5.14375369482226,0.0,0.46735805220786114,0.0037508115262732335
33920,212.402842,2.051092211288805,1.2415953985486765,1.442870339689363e-05,-2.5332122678867696e-05,666,0.0196344339622641,70,1,Unknown,first,first trials/070_1.csv,4.420497728691942,0.0,0.6540652311832093,0.008817641562535328
40800,255.635762,2.27694113660945,2.466061139321204,3.9381623830496207e-05,1.2155015712474194e-05,3635,0.0890931372549019,13,2,Unknown,first,first trials/013_2.csv,3.869209723066523,0.0,0.4766945576600691,0.017086812241263905
40800,256.135248,2.1567799821131444,1.616147019834263,2.557075284716725e-05,-8.265156320186048e-05,6218,0.1524019607843137,56,2,Unknown,first,first trials/056_2.csv,4.485421853524927,0.0,0.3072927909997575,0.02592157517873846
40800,256.135248,2.1567799821131444,1.616147019834263,2.557075284716725e-05,-8.265156320186048e-05,6218,0.1524019607843137,56,2,Unknown,first,first trials/056_2.csv,5.445579257603497,0.0,0.3072927909997575,0.02592157517873846
33920,212.64785,2.3029958282411203,2.423727396545172,2.400465740628636e-05,-6.3819072632632295e-06,3034,0.0894457547169811,13,3,Unknown,first,first trials/013_3.csv,4.085312651082572,0.0,0.5394047550839752,0.015900170198042813
33920,213.07298,2.0618445113761066,1.5493956827591184,-2.5922660244785493e-18,-4.737066429973129e-05,4874,0.143691037735849,56,3,Unknown,first,first trials/056_3.csv,4.022353639010183,0.0,0.4011420742477102,0.02188269702436066
33920,213.07298,2.0618445113761066,1.5493956827591184,-2.5922660244785493e-18,-4.737066429973129e-05,4874,0.143691037735849,56,3,Unknown,first,first trials/056_3.csv,5.116133514227189,0.0,0.4011420742477102,0.02188269702436066
30152,188.769801,2.112153930767324,1.272464083006041,3.4346259676470945e-05,-2.899253750326405e-06,609,0.0201976651631732,70,0,Unknown,first,first trials/070_0.csv,4.08345837575732,0.0,0.6631065143453743,0.007517535259754299
33920,212.652045,1.6045252148247096,1.0095581995403062,6.733152248956917e-06,-1.3396011139046864e-05,199,0.0058667452830188,54,1,Unknown,first,first trials/054_1.csv,4.738557469777922,0.0,0.53450812535565,0.004022413514110978
33920,212.652045,1.6045252148247096,1.0095581995403062,6.733152248956917e-06,-1.3396011139046864e-05,199,0.0058667452830188,54,1,Unknown,first,first trials/054_1.csv,5.222097834358149,0.0,0.53450812535565,0.004022413514110978
33920,212.617698,2.2412763283526638,1.32631013380815,5.4036722841114136e-05,-2.2827293697499436e-05,150,0.0044221698113207,11,1,Unknown,first,first trials/011_1.csv,5.220954663571017,0.0,0.4831830477995368,0.004002026966172974
33920,212.617698,2.2412763283526638,1.32631013380815,5.4036722841114136e-05,-2.2827293697499436e-05,150,0.0044221698113207,11,1,Unknown,first,first trials/011_1.csv,5.229846793354789,0.0,0.4831830477995368,0.004002026966172974
40615,254.73594,2.1188831719826755,1.5102136599112432,2.3570419898358603e-05,-5.243313020614771e-06,3222,0.0793302966884156,37,2,Unknown,first,first trials/037_2.csv,4.678689643765725,0.0,0.4305042211551055,0.016879139486189416
33920,212.142096,2.181406135985878,1.2345944708245076,5.1480616331297856e-05,-5.2749861102192886e-05,217,0.0063974056603773,69,1,Unknown,first,first trials/069_1.csv,5.165992672628571,0.0,0.45859448196532077,0.004704806682964729
40800,255.587017,1.5688368107005652,1.045190547158045,3.0024308794095677e-05,1.308378448484684e-05,1966,0.0481862745098039,8,0,Unknown,first,first trials/008_0.csv,4.767256067012969,0.0,0.5967886912051906,0.012047358664244265
40800,256.212241,1.9383810699092203,1.329087453180437,6.23413580357639e-05,2.583195086612823e-05,2307,0.0565441176470588,43,2,Unknown,first,first trials/043_2.csv,4.912714572091635,0.0,0.3069596738987286,0.017200964800338683
40800,260.712557,1.824315010931089,1.3468047594190045,1.884273068691028e-05,-1.7274979730117534e-05,1425,0.0349264705882352,6,2,Unknown,first,first trials/006_2.csv,2.4184370394561245,0.0,0.690665193500317,0.010870480786870602
40800,260.712557,1.824315010931089,1.3468047594190045,1.884273068691028e-05,-1.7274979730117534e-05,1425,0.0349264705882352,6,2,Unknown,first,first trials/006_2.csv,3.947704538508224,0.0,0.690665193500317,0.010870480786870602
33920,212.364505,1.7430095133165648,1.2797946380797882,0.0001687555500821,0.0001562322527585,428,0.0126179245283018,20,1,Unknown,first,first trials/020_1.csv,4.195452567186447,0.0,0.9437575562771385,0.006539364614711078
33920,213.169213,2.1443925648305884,1.3052819554596646,9.73682534465591e-05,-6.280683721913864e-06,698,0.0205778301886792,65,1,Unknown,first,first trials/065_1.csv,5.365931418883203,0.0,0.46741150961165767,0.007873509454487665
33920,213.169213,2.1443925648305884,1.3052819554596646,9.73682534465591e-05,-6.280683721913864e-06,698,0.0205778301886792,65,1,Unknown,first,first trials/065_1.csv,4.8622556642436345,0.0,0.46741150961165767,0.007873509454487665
40800,255.450335,1.4929854181240587,0.9580253008182124,6.58951767000634e-05,3.078101581850561e-05,1419,0.0347794117647058,41,0,Unknown,first,first trials/041_0.csv,4.563169036038857,1.0,0.5374544028049214,0.009761178077972856
40800,255.450335,1.4929854181240587,0.9580253008182124,6.58951767000634e-05,3.078101581850561e-05,1419,0.0347794117647058,41,0,Unknown,first,first trials/041_0.csv,4.112192158378787,1.0,0.5374544028049214,0.009761178077972856
40800,256.011063,1.4820866221964093,0.8578863250309517,3.981095570094392e-05,-1.1542293038091287e-05,172,0.0042156862745098,39,0,Unknown,first,first trials/039_0.csv,4.755258782177177,1.0,0.54499354549542,0.00344743000836151
33920,212.200916,2.1818262445277394,1.600864071797371,0.0001493450168529,4.635029090885004e-05,890,0.0262382075471698,58,1,Unknown,first,first trials/058_1.csv,5.005055226498451,0.0,0.7080635715747495,0.009017675473735394
33920,212.200916,2.1818262445277394,1.600864071797371,0.0001493450168529,4.635029090885004e-05,890,0.0262382075471698,58,1,Unknown,first,first trials/058_1.csv,4.549798606495467,0.0,0.7080635715747495,0.009017675473735394
40800,256.11302,2.017719100547528,1.774061050590985,2.1255311278267585e-05,-3.1633690779136915e-05,1082,0.0265196078431372,58,0,Unknown,first,first trials/058_0.csv,4.367706292669521,0.0,0.8594937630856186,0.008082564343380347
40800,256.11302,2.017719100547528,1.774061050590985,2.1255311278267585e-05,-3.1633690779136915e-05,1082,0.0265196078431372,58,0,Unknown,first,first trials/058_0.csv,4.143894194615811,0.0,0.8594937630856186,0.008082564343380347
33920,212.832321,1.6112977238789112,0.9744425337651226,4.103405745034951e-05,3.908479237364858e-06,148,0.0043632075471698,39,1,Unknown,first,first trials/039_1.csv,5.276656116876617,0.0,0.5779525009344372,0.003968401395986237
33920,212.46968,1.6583526256817829,1.1981060092977147,2.8996101997796224e-05,-2.6157597543741694e-05,1149,0.0338738207547169,41,1,Unknown,first,first trials/041_1.csv,5.218186613263378,0.0,0.5718951025451,0.011064896361953425
33920,212.46968,1.6583526256817829,1.1981060092977147,2.8996101997796224e-05,-2.6157597543741694e-05,1149,0.0338738207547169,41,1,Unknown,first,first trials/041_1.csv,5.167201025955649,0.0,0.5718951025451,0.011064896361953425
40800,255.507634,1.6142015388762585,1.0374703946616068,4.798666577624603e-05,1.798420318826228e-05,546,0.0133823529411764,20,0,Unknown,first,first trials/020_0.csv,4.460917302489222,0.0,0.6763963278431566,0.007342265001851611
40800,256.057016,1.876385154481434,1.1100384752191446,7.835629946623429e-05,2.7180105260536528e-05,816,0.02,65,0,Unknown,first,first trials/065_0.csv,5.034128389982624,0.0,0.4673197259509568,0.00789853348892819
40800,256.057016,1.876385154481434,1.1100384752191446,7.835629946623429e-05,2.7180105260536528e-05,816,0.02,65,0,Unknown,first,first trials/065_0.csv,4.832314999166413,0.0,0.4673197259509568,0.00789853348892819
33920,212.564123,1.897200644001981,1.416804284331134,2.9935323436435838e-05,-3.169691194753933e-05,1808,0.0533018867924528,43,3,Unknown,first,first trials/043_3.csv,4.407632285473518,0.0,0.34480618218640113,0.014033921366201655
33920,216.185502,1.8970465670198704,1.4868801168986112,1.5935666281322018e-05,-4.715892062655455e-05,1166,0.034375,6,3,Unknown,first,first trials/006_3.csv,3.4952701789708334,0.0,0.6198693793279106,0.012169562802495164
33920,216.185502,1.8970465670198704,1.4868801168986112,1.5935666281322018e-05,-4.715892062655455e-05,1166,0.034375,6,3,Unknown,first,first trials/006_3.csv,4.530688525980696,0.0,0.6198693793279106,0.012169562802495164
40800,255.129199,2.069001375880401,1.289305852800768,2.0576400121918705e-05,-2.8328828149948097e-05,869,0.0212990196078431,65,2,Unknown,first,first trials/065_2.csv,4.946471538452307,0.0,0.3800532921359443,0.008297912834865657
40800,255.129199,2.069001375880401,1.289305852800768,2.0576400121918705e-05,-2.8328828149948097e-05,869,0.0212990196078431,65,2,Unknown,first,first trials/065_2.csv,4.931422823593804,0.0,0.3800532921359443,0.008297912834865657
40800,255.754415,1.7486351703340053,1.1177923603549824,0.0001397047784186,8.934714785776567e-05,496,0.012156862745098,20,2,Unknown,first,first trials/020_2.csv,5.133850196887653,0.0,0.4924248093881449,0.006546051095226794
33920,217.563385,1.9846828473126064,1.3610054486599632,5.706828921907916e-05,3.272989696241479e-05,1092,0.032193396226415,6,1,Unknown,first,first trials/006_1.csv,3.070196263895625,0.0,0.738686351568423,0.013219355163094334
33920,217.563385,1.9846828473126064,1.3610054486599632,5.706828921907916e-05,3.272989696241479e-05,1092,0.032193396226415,6,1,Unknown,first,first trials/006_1.csv,4.8206946549110175,0.0,0.738686351568423,0.013219355163094334
33920,212.880959,1.9879937691744571,1.279256476210358,-2.003114655278879e-18,-8.05960568122049e-05,1827,0.0538620283018867,43,1,Unknown,first,first trials/043_1.csv,4.779876745195191,0.0,0.3349474692772809,0.013597828206906911
33920,213.271451,1.9266861725991495,1.5138077478805838,6.944982592296891e-05,3.5199205416926564e-05,1221,0.0359964622641509,41,3,Unknown,first,first trials/041_3.csv,4.666660006301877,0.0,0.6452477524322104,0.01193936176299631
33920,213.271451,1.9266861725991495,1.5138077478805838,6.944982592296891e-05,3.5199205416926564e-05,1221,0.0359964622641509,41,3,Unknown,first,first trials/041_3.csv,4.309059302795461,0.0,0.6452477524322104,0.01193936176299631
33920,212.605844,1.7176151846676733,1.1465940478873555,6.364760960580049e-05,4.041406704388078e-06,139,0.0040978773584905,39,3,Unknown,first,first trials/039_3.csv,4.19710016751818,0.0,0.5994033131420794,0.003649719841468211
40768,254.862989,2.54926459099218,2.852150429955368,5.547547106989628e-05,-6.280955011809377e-06,1107,0.027153649921507,58,2,Unknown,first,first trials/058_2.csv,3.711790914320928,0.0,1.06845151756218,0.009596968987545198
40768,254.862989,2.54926459099218,2.852150429955368,5.547547106989628e-05,-6.280955011809377e-06,1107,0.027153649921507,58,2,Unknown,first,first trials/058_2.csv,3.657400466524072,0.0,1.06845151756218,0.009596968987545198
33920,212.103813,2.127092239317554,1.9713205045621844,5.591700913843359e-05,-4.285605141919914e-06,940,0.0277122641509433,58,3,Unknown,first,first trials/058_3.csv,4.458511756616893,0.0,0.841975644913832,0.009918700857036635
33920,212.103813,2.127092239317554,1.9713205045621844,5.591700913843359e-05,-4.285605141919914e-06,940,0.0277122641509433,58,3,Unknown,first,first trials/058_3.csv,3.85835655624268,0.0,0.841975644913832,0.009918700857036635
40800,255.603115,1.6061897510856171,0.9271390373980128,8.170301439502192e-05,6.956230631977195e-05,192,0.0047058823529411,39,2,Unknown,first,first trials/039_2.csv,4.492347733168494,0.0,0.5079400696979974,0.003981361851011629
40800,255.897125,1.8710193381253104,1.3070109519079385,3.201307547187926e-05,-2.310102107472817e-06,1469,0.0360049019607843,41,2,Unknown,first,first trials/041_2.csv,4.889964072109738,0.0,0.5865766519237545,0.01078184274169166
40800,255.897125,1.8710193381253104,1.3070109519079385,3.201307547187926e-05,-2.310102107472817e-06,1469,0.0360049019607843,41,2,Unknown,first,first trials/041_2.csv,3.94515339820628,0.0,0.5865766519237545,0.01078184274169166
40799,261.072563,1.9497228624252465,1.2649388852812449,1.4150248114048908e-19,-1.8479121315802917e-05,1332,0.0326478590161523,6,0,Unknown,first,first trials/006_0.csv,2.99148959852178,0.0,0.6353741332613159,0.011429992073176033
40799,261.072563,1.9497228624252465,1.2649388852812449,1.4150248114048908e-19,-1.8479121315802917e-05,1332,0.0326478590161523,6,0,Unknown,first,first trials/006_0.csv,4.207621290279155,0.0,0.6353741332613159,0.011429992073176033
40800,255.92233,1.5889658254214865,1.0765330365805446,3.17053895384708e-05,-2.4490512049207007e-06,2115,0.0518382352941176,43,0,Unknown,first,first trials/043_0.csv,4.809708391332478,0.0,0.4380096511133674,0.01290382749063009
33920,212.782303,2.1653250932797583,1.352668134417515,7.491210395913608e-05,6.550269356992373e-05,780,0.0229952830188679,65,3,Unknown,first,first trials/065_3.csv,4.902495614864048,0.0,0.4286658520613652,0.009469348178218847
33920,212.782303,2.1653250932797583,1.352668134417515,7.491210395913608e-05,6.550269356992373e-05,780,0.0229952830188679,65,3,Unknown,first,first trials/065_3.csv,4.88253368985117,0.0,0.4286658520613652,0.009469348178218847
33920,213.297256,1.8775496555306903,1.244140493490747,5.617513246605784e-05,-2.524227735132057e-06,391,0.0115271226415094,20,3,Unknown,first,first trials/020_3.csv,5.276309541651371,0.0,0.6589081653576845,0.005591663102531129
33042,207.599681,2.485843751423221,1.4988535608642592,6.536868459293119e-05,-9.684905397335392e-05,337,0.0101991404878639,19,3,Unknown,first,first trials/019_3.csv,4.6413466101038425,0.0,0.5323205790547391,0.005677833930258223
40800,256.205838,1.4932784720556662,0.8739084468702008,4.779976674595435e-05,2.116681314046148e-05,596,0.0146078431372549,47,0,Unknown,first,first trials/047_0.csv,4.689261505195279,1.0,0.5563878558082125,0.007113254135248022
40800,256.205838,1.4932784720556662,0.8739084468702008,4.779976674595435e-05,2.116681314046148e-05,596,0.0146078431372549,47,0,Unknown,first,first trials/047_0.csv,4.788413776862106,1.0,0.5563878558082125,0.007113254135248022
33920,217.102114,2.0844155599399667,1.468557547220373,0.0002595726123038,-2.3585991450899026e-05,1353,0.0398879716981132,24,3,Unknown,first,first trials/024_3.csv,3.780476268046433,0.0,0.5047119243601111,0.012439356991135865
33920,212.460739,1.7710412922690806,1.0540313674239568,5.269989253673132e-05,-3.168287014959897e-05,404,0.0119103773584905,26,1,Unknown,first,first trials/026_1.csv,4.923208433887232,0.0,0.5727736848619119,0.006589603410231333
40800,255.218529,1.6804413054336211,0.9563562685994812,6.98381517724963e-05,1.7294759130108127e-05,474,0.0116176470588235,26,0,Unknown,first,first trials/026_0.csv,4.706475235062894,0.0,0.5069016633442022,0.005988048860617346
40800,258.653135,2.088039051245105,1.6133136649142454,9.553890560343044e-05,-2.490692907446142e-05,1643,0.0402696078431372,24,2,Unknown,first,first trials/024_2.csv,3.409359645559216,0.0,0.46585591133149445,0.01302304711404883
33920,212.870785,1.7299756217712186,0.9830673485298814,6.82681084773628e-05,3.631886043281234e-05,469,0.0138266509433962,47,1,Unknown,first,first trials/047_1.csv,5.542958354932191,0.0,0.44692886320287634,0.007497849664036828
33920,212.870785,1.7299756217712186,0.9830673485298814,6.82681084773628e-05,3.631886043281234e-05,469,0.0138266509433962,47,1,Unknown,first,first trials/047_1.csv,5.248377028095639,0.0,0.44692886320287634,0.007497849664036828
36855,231.035177,2.4717302674345203,1.4727721636594868,8.256144628509705e-05,2.186702756191008e-05,375,0.0101750101750101,19,2,Unknown,first,first trials/019_2.csv,4.675757565413184,0.0,0.4696456732309012,0.0059166594215454395
40800,255.731614,2.031482511264565,1.243440899472299,1.189499051700188e-05,-3.201757660513005e-05,420,0.0102941176470588,19,0,Unknown,first,first trials/019_0.csv,4.777493407080079,0.0,0.5491815309736915,0.005698517229333988
40800,257.575378,1.7896395668756626,1.1384981605157198,5.4358116574861327e-05,5.4358116574863536e-05,1488,0.0364705882352941,24,0,Unknown,first,first trials/024_0.csv,3.5310744685511786,0.0,0.5212797092578398,0.011078965846366966
33920,212.223307,1.7360864352467464,1.1361882722001166,1.8152795670849928e-05,-5.469107087598488e-05,542,0.0159787735849056,47,3,Unknown,first,first trials/047_3.csv,4.922738704919638,0.0,0.46742304011506053,0.008082165223331356
33920,212.223307,1.7360864352467464,1.1361882722001166,1.8152795670849928e-05,-5.469107087598488e-05,542,0.0159787735849056,47,3,Unknown,first,first trials/047_3.csv,4.635451142903676,0.0,0.46742304011506053,0.008082165223331356
40786,255.024179,2.004456568666931,1.158090123767707,5.635999910161971e-05,-7.934746869915376e-05,533,0.013068209679792,26,2,Unknown,first,first trials/026_2.csv,4.270922376322109,0.0,0.45563946681757495,0.007074580379614746
33920,212.975569,3.758435834132295,2.4137166542242654,7.686438167884065e-06,7.68643816788451e-06,1547,0.0456073113207547,63,3,Unknown,first,first trials/063_3.csv,3.675581305794468,0.0,0.47450238066574946,0.012058872936340672
33899,211.909732,1.9886201279695772,1.254512895068004,8.638754128901914e-05,3.3654790428608966e-05,431,0.0127142393580931,26,3,Unknown,first,first trials/026_3.csv,3.7715473838628304,0.0,0.5735850710260286,0.0065558439566202244
40800,257.167804,1.635290169775656,0.9355520710008192,4.4198138998895496e-05,1.9453706326744043e-05,596,0.0146078431372549,47,2,Unknown,first,first trials/047_2.csv,4.487980374107217,0.0,0.47517365836329095,0.007876272296900645
40800,257.167804,1.635290169775656,0.9355520710008192,4.4198138998895496e-05,1.9453706326744043e-05,596,0.0146078431372549,47,2,Unknown,first,first trials/047_2.csv,0.0,0.0,0.47517365836329095,0.007876272296900645
33920,213.840215,1.8652276506954049,1.1704282795038754,-1.4794245493236169e-18,-7.699478026995312e-05,1246,0.0367334905660377,24,1,Unknown,first,first trials/024_1.csv,4.948152274800872,0.0,0.6174633761998896,0.012511409156156407
33920,212.235294,2.46112279083608,1.4685560094519785,8.002150005005159e-05,-4.871606073858684e-05,340,0.0100235849056603,19,1,Unknown,first,first trials/019_1.csv,5.582823980925545,0.0,0.5399556051442574,0.0055476052789133375
33920,212.350207,1.8749148673658529,1.1259854670328129,2.64156127616625e-05,7.433276317625182e-06,507,0.0149469339622641,38,3,Unknown,first,first trials/038_3.csv,5.091436776867036,0.0,0.44740456413420326,0.0077715038584425305
40800,256.170817,1.9428132696508371,1.1300417460590446,4.688990038175574e-05,1.6315070880403e-05,657,0.0161029411764705,66,0,Unknown,first,first trials/066_0.csv,4.392358116567336,0.0,0.4764000321173937,0.0071649198751666645
33920,212.221872,1.962291599601687,1.6033795810342124,3.480228131408602e-05,-5.150220001412507e-05,1312,0.0386792452830188,40,3,Unknown,first,first trials/040_3.csv,5.001556585134515,0.0,0.477109732333462,0.011248805275301409
40800,255.729847,2.072212038881172,1.4684306620658107,8.078575324473059e-05,3.393210156332302e-05,531,0.0130147058823529,21,2,Unknown,first,first trials/021_2.csv,4.078355930620601,0.0,0.5859456774795893,0.008315307435891426
40800,255.729847,2.072212038881172,1.4684306620658107,8.078575324473059e-05,3.393210156332302e-05,531,0.0130147058823529,21,2,Unknown,first,first trials/021_2.csv,4.145157990756752,0.0,0.5859456774795893,0.008315307435891426
39254,245.870523,3.514139261902049,2.109451745572941,0.0002375450126649,-3.236792367099078e-05,608,0.015488867376573,64,2,Unknown,first,first trials/064_2.csv,4.358149756782568,0.0,0.33162495329603775,0.007847968602595132
33920,213.747103,1.89560588368314,1.277672490038706,6.986843254070969e-05,2.303981054874128e-05,881,0.0259728773584905,42,1,Unknown,first,first trials/042_1.csv,4.447713106231674,0.0,0.45100011797756245,0.008462529963292656
33920,213.747103,1.89560588368314,1.277672490038706,6.986843254070969e-05,2.303981054874128e-05,881,0.0259728773584905,42,1,Unknown,first,first trials/042_1.csv,4.901012957383893,0.0,0.45100011797756245,0.008462529963292656
40800,257.372753,1.7100194553849724,1.0416218998117457,0.0001183700659599,5.622049177682974e-05,950,0.0232843137254901,42,0,Unknown,first,first trials/042_0.csv,4.339407977536655,0.0,0.5026187119887138,0.00857220513099189
40800,257.372753,1.7100194553849724,1.0416218998117457,0.0001183700659599,5.622049177682974e-05,950,0.0232843137254901,42,0,Unknown,first,first trials/042_0.csv,4.6692269968501,0.0,0.5026187119887138,0.00857220513099189
33920,213.3202,1.94728043369816,1.1621702731225323,6.255985203411189e-05,-1.8507675369142644e-05,433,0.0127653301886792,21,3,Unknown,first,first trials/021_3.csv,5.145642772832535,0.0,0.47607550406792326,0.006591055809938647
33920,213.3202,1.94728043369816,1.1621702731225323,6.255985203411189e-05,-1.8507675369142644e-05,433,0.0127653301886792,21,3,Unknown,first,first trials/021_3.csv,4.802262172431784,0.0,0.47607550406792326,0.006591055809938647
27626,173.494606,3.4455822928710003,2.107480292240873,0.0001801274581715,0.0001261019148474,477,0.01726634329979,64,3,Unknown,first,first trials/064_3.csv,4.975806927829314,0.0,0.3108794797701174,0.007814938196903078
40800,255.235448,2.1279962518915783,1.496619051577239,1.615179359193185e-05,-3.5750883444136424e-05,1515,0.0371323529411764,40,2,Unknown,first,first trials/040_2.csv,4.00045565805441,0.0,0.6191739697374095,0.01113232542688862
33920,212.579145,2.056055731206968,1.1963808632050974,2.173001001060209e-05,-7.471489732098517e-05,531,0.0156544811320754,66,1,Unknown,first,first trials/066_1.csv,4.690985280556378,0.0,0.4018128182567844,0.006110824346127586
40800,255.96322,1.9650102024830811,1.228597812389496,6.686165520250406e-05,-1.9259659254449843e-06,637,0.0156127450980392,38,2,Unknown,first,first trials/038_2.csv,4.567986511507824,0.0,0.4740630287314826,0.007164919875166666
40800,255.937017,1.613097152803025,1.0450400174328258,7.835794291912281e-05,1.2628795740776308e-05,1530,0.0375,40,0,Unknown,first,first trials/040_0.csv,4.610780001911867,0.0,0.5286565044468639,0.010632031101950492
17556,109.729398,2.6508977352918874,1.897899300397974,0.0001304298345859,-0.0002171609879193,303,0.0172590567327409,66,3,Unknown,first,first trials/066_3.csv,4.238026979461428,0.0,0.5427890354152669,0.007302180988032081
40800,255.295776,1.8996144219380988,1.1607007469788528,4.594297443335277e-05,1.5537862869875012e-05,939,0.0230147058823529,42,2,Unknown,first,first trials/042_2.csv,4.813558204229988,0.0,0.40357271577016984,0.009207724900087741
40800,255.295776,1.8996144219380988,1.1607007469788528,4.594297443335277e-05,1.5537862869875012e-05,939,0.0230147058823529,42,2,Unknown,first,first trials/042_2.csv,4.575050802940922,0.0,0.40357271577016984,0.009207724900087741
33920,212.574232,2.818872377677136,1.703373000333856,7.23056207339901e-05,1.0005495257674255e-05,498,0.0146816037735849,64,1,Unknown,first,first trials/064_1.csv,4.424062702293631,0.0,0.3532722025618827,0.009831819022531343
33920,212.192373,1.8479865980810184,1.0840679784256315,3.955463642725088e-05,-3.014788657720737e-06,400,0.0117924528301886,21,1,Unknown,first,first trials/021_1.csv,5.324455849562591,0.0,0.4520578800204934,0.005950811095657465
33920,212.192373,1.8479865980810184,1.0840679784256315,3.955463642725088e-05,-3.014788657720737e-06,400,0.0117924528301886,21,1,Unknown,first,first trials/021_1.csv,5.040292912466782,0.0,0.4520578800204934,0.005950811095657465
40800,256.25638,2.584969185457631,1.4939749644052174,0.0001182740583207,2.9739920460419017e-05,558,0.0136764705882352,64,0,Unknown,first,first trials/064_0.csv,4.400005788080913,0.0,0.3987003387779455,0.006254277609476568
40800,255.628994,1.7160466254718043,1.0016351091554876,1.4265086461632804e-05,-1.8381528406265763e-05,480,0.0117647058823529,21,0,Unknown,first,first trials/021_0.csv,4.471303197024394,0.0,0.5256201440251552,0.006527304217711653
40800,255.628994,1.7160466254718043,1.0016351091554876,1.4265086461632804e-05,-1.8381528406265763e-05,480,0.0117647058823529,21,0,Unknown,first,first trials/021_0.csv,4.61321348897602,0.0,0.5256201440251552,0.006527304217711653
33920,212.228025,2.3579220110779597,1.5075488973786657,6.193852329227154e-05,4.088998955841889e-06,784,0.0231132075471698,42,3,Unknown,first,first trials/042_3.csv,4.464519493533267,0.0,0.37343912482227115,0.008927581314663716
33920,212.228025,2.3579220110779597,1.5075488973786657,6.193852329227154e-05,4.088998955841889e-06,784,0.0231132075471698,42,3,Unknown,first,first trials/042_3.csv,4.677865081991152,0.0,0.37343912482227115,0.008927581314663716
1507,9.38525,2.559622580602601,1.5697181639514468,0.0006774525656588,-0.0008657180610934,20,0.013271400132714,66,2,Unknown,first,first trials/066_2.csv,4.1577312472650965,0.0,0.5842024340138768,0.008627642435322035
33920,212.77381,1.7446498350262014,1.1949470402846565,4.507733952466304e-05,3.1491082232779915e-06,1247,0.0367629716981132,40,1,Unknown,first,first trials/040_1.csv,4.815815823003881,0.0,0.634280542458165,0.011374808747804483
33920,212.942525,1.8143861795942704,1.0699746649084372,4.866907372818958e-05,1.209819687930987e-05,470,0.0138561320754716,38,1,Unknown,first,first trials/038_1.csv,5.05333240277527,0.0,0.5697517255480727,0.006404373685008571
40800,255.809116,1.7767553602386874,1.094652321420826,3.526227040563941e-05,1.865626944138244e-05,700,0.017156862745098,27,2,Unknown,first,first trials/027_2.csv,4.774925105459913,0.0,0.6449636978640702,0.007141140299256313
40800,255.520371,2.3439212317235456,2.5788959237614386,4.2578947341967714e-05,-1.1509058385008296e-05,1367,0.0335049019607843,62,2,Unknown,first,first trials/062_2.csv,4.435990114024875,0.0,0.5819692506791044,0.010674379927249907
40800,255.520371,2.3439212317235456,2.5788959237614386,4.2578947341967714e-05,-1.1509058385008296e-05,1367,0.0335049019607843,62,2,Unknown,first,first trials/062_2.csv,4.3255493655065935,0.0,0.5819692506791044,0.010674379927249907
33920,231.019231,1.5182311864715785,1.1714116188370798,5.433284849285848e-19,-5.566723412006859e-05,2847,0.0839327830188679,1,1,Unknown,first,first trials/001_1.csv,4.2222029020080925,0.0,0.5031718760657617,0.02022596654068787
40800,255.431266,1.7486442020666777,1.108431729135286,7.644698228585128e-05,1.989114655533424e-05,410,0.0100490196078431,60,0,Unknown,first,first trials/060_0.csv,4.610325976207012,0.0,0.6891176022501041,0.0058442937073406856
40800,257.219234,1.7549753508582295,1.1199334839380095,6.806771409380972e-05,6.806771409380909e-05,727,0.0178186274509803,25,0,Unknown,first,first trials/025_0.csv,3.567996746855505,0.0,0.5266922632249572,0.007651373387054363
33920,212.038404,3.0702851311483763,1.8953762140164312,3.7507181703318575e-05,-1.4845949011385583e-05,0,0.0,3,3,Unknown,first,first trials/003_3.csv,4.551728663918246,0.0,0.4684444539525201,0.0
